id,topic,page_title,section_heading,content,source,url
1617,Rotavirus,20. Rotavirus,20.5. Recommended immunisation schedule > 20.5.2. Catch-up schedules,"页面标题：20. Rotavirus
章节：20.5. Recommended immunisation schedule > 20.5.2. Catch-up schedules
---
The first dose of RV1 should be given before age 15 weeks (ie, 14 weeks and 6 days), and the second dose administered at least four weeks later (see Table 20.2 (external link) ). An infant who has not had the first dose before age 15 weeks will not be able to commence the rotavirus course. Where the first dose is inadvertently given at age 15 weeks or older, the second dose should be given, but both doses should be given before age 25 weeks (ie, the latest is 24 weeks and 6 days).[ 1 ] Rotavirus vaccine is not intended for use in older children, adolescents or adults.

The age limits for initiating and completing the vaccine series are recommended because there is insufficient safety data on the use of these vaccines outside this age range. If a partially vaccinated infant reaches age 25 weeks before the second dose is given, the first dose already given will offer them partial protection against disease.

The severity of rotavirus infection decreases with age, so a cost–benefit analysis for vaccinating older children is a low priority and has not been done.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1618,Rotavirus,20. Rotavirus,20.5. Recommended immunisation schedule > 20.5.3. Preterm infants,"页面标题：20. Rotavirus
章节：20.5. Recommended immunisation schedule > 20.5.3. Preterm infants
---
Vaccination as per the Schedule (ie, at the usual chronological age, with the usual vaccine dosage and interval) is recommended for preterm infants and infants with low birthweight, including those still in hospital (see below). Rotavirus vaccine can be given to preterm infants born who are receiving corticosteroids. (See also 4.2.1 (external link) for more immunisation recommendations for preterm infants.)",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1619,Rotavirus,20. Rotavirus,20.5. Recommended immunisation schedule > 20.5.4. Hospitalised infants,"页面标题：20. Rotavirus
章节：20.5. Recommended immunisation schedule > 20.5.4. Hospitalised infants
---
Rotavirus vaccine should be given on time to any infant admitted to a general hospital ward (where other patients are not high risk). If standard infection control precautions are maintained, there is no risk of transmission of vaccine strain rotavirus when rotavirus vaccine is administered to hospitalised infants, including hospitalised preterm infants and those in neonatal units.[ 53 , 54 ] (See also section 4.2 for more information about infants with special immunisation recommendations.)",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1620,Rotavirus,20. Rotavirus,20.5. Recommended immunisation schedule > 20.5.5. Pregnancy and breastfeeding,"页面标题：20. Rotavirus
章节：20.5. Recommended immunisation schedule > 20.5.5. Pregnancy and breastfeeding
---
There is no concern caused by vaccine exposure during pregnancy. There is no restriction for breastfeeding before or after vaccination of the infant (see ‘ Shedding (external link) ’ in section 20.6.2 ).",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1621,Rotavirus,20. Rotavirus,20.6. Contraindications and precautions,"页面标题：20. Rotavirus
章节：20.6. Contraindications and precautions
---
See section 2.1.3 for pre-vaccination screening guidelines and section 2.1.4 for general contraindications for all vaccines.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1622,Rotavirus,20. Rotavirus,20.6. Contraindications and precautions > 20.6.1. Contraindications,"页面标题：20. Rotavirus
章节：20.6. Contraindications and precautions > 20.6.1. Contraindications
---
Rotavirus vaccine should not be given to infants with:

- a history of a severe (anaphylactic) allergic reaction after a previous dose or to a vaccine component

- a history of intussusception or an uncorrected congenital malformation of the gastrointestinal tract that would predispose the infant to intussusceptions (see section 20.7.1 ).

- severe combined immunodeficiency (SCID).[ 55 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1623,Rotavirus,20. Rotavirus,20.6. Contraindications and precautions > 20.6.2. Precautions,"页面标题：20. Rotavirus
章节：20.6. Contraindications and precautions > 20.6.2. Precautions
---
Rotavirus vaccine can be administered to infants with a mild illness, including gastroenteritis and upper respiratory tract infections. Infants with moderate to severe gastroenteritis should not be vaccinated until symptoms resolve.

There is very little safety data on infants with predisposing conditions such as metabolic disorders and chronic gastrointestinal diseases (Hirschsprung’s, malabsorption syndromes or short gut syndromes). Since there is a greater risk of serious wild-type rotavirus disease, the benefits outweigh the risk, and vaccination is encouraged.[ 52 ]

Infants who have received antibody-containing blood products and are the appropriate age should be vaccinated. Rotavirus vaccine and antibody-containing blood products can be administered simultaneously.[ 52 ] There is a theoretical risk of interference in the immune response to the vaccine; therefore the interval between vaccination and receipt of blood products should ideally be as long as possible within the age limits of the vaccine schedule.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1624,Rotavirus,20. Rotavirus,20.6. Contraindications and precautions > 20.6.2. Precautions,"页面标题：20. Rotavirus
章节：20.6. Contraindications and precautions > 20.6.2. Precautions
---
Administration of RV1 in immunosuppressed infants, including infants on immunosuppressive therapy, should be based on careful consideration of potential benefits and risks.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1625,Rotavirus,20. Rotavirus,20.6. Contraindications and precautions > 20.6.2. Precautions > Infants born to mothers on immunosuppressive therapies,"页面标题：20. Rotavirus
章节：20.6. Contraindications and precautions > 20.6.2. Precautions > Infants born to mothers on immunosuppressive therapies
---
There is limited data on rotavirus vaccination safety when given to infants born to mothers receiving immunosuppressive therapy during pregnancy.[ 19 , 36 , 56 (external link) ] Although in most cases it is likely to be safe, caution is required. The level of circulating wild-type rotavirus is currently very low in New Zealand; therefore, the risk of gastroenteritis following rotavirus vaccination in this cohort of infants may be greater than the risk of acquiring the disease. The decision to administer rotavirus vaccine to infants born to mothers who received immunosuppressive agents (biologic agents) during pregnancy should be determined case by case.

If an infant turns 15 weeks of age before the first rotavirus vaccine dose can be administered, they will not be able to receive any rotavirus vaccine doses.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1626,Rotavirus,20. Rotavirus,20.6. Contraindications and precautions > 20.6.2. Precautions > Infants born to mothers on immunosuppressive therapies,"页面标题：20. Rotavirus
章节：20.6. Contraindications and precautions > 20.6.2. Precautions > Infants born to mothers on immunosuppressive therapies
---
See section 4.2.5 'Infants of mothers who received immunomodulatory biologic agents during pregnancy' and Table 4.2 (external link) for a list of the highly immunomodulatory biologic agents with long half-lives that require a prolonged delay before vaccination (for up to one year in those being treated). These include monoclonal antibody (mab) agents that readily cross the placenta.

Each case should be assessed on a risk–benefit basis and with specialist advice.

Since rotavirus vaccine virus replicates in the gastrointestinal tract, it can be shed in stools – especially after the first dose.[ 57 ] Shedding is also more likely in immunocompromised patients (eg, children with HIV). The vaccine virus could then be transmitted to unvaccinated populations; a feature that is generally beneficial as it promotes herd immunity.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1627,Rotavirus,20. Rotavirus,20.6. Contraindications and precautions > 20.6.2. Precautions > Infants born to mothers on immunosuppressive therapies,"页面标题：20. Rotavirus
章节：20.6. Contraindications and precautions > 20.6.2. Precautions > Infants born to mothers on immunosuppressive therapies
---
Infants living in households with immunocompromised individuals should be vaccinated. So far there are no safety concerns, but there is also no data to confirm the safety of these vaccines for immunocompromised patients. Infants living in households with pregnant women should also be vaccinated. Hand washing and the careful disposal of soiled nappies are likely to minimise any risk of vaccine transmission to household members.[ 52 , 53 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1628,Rotavirus,20. Rotavirus,20.7. Potential responses and AEFIs,"页面标题：20. Rotavirus
章节：20.7. Potential responses and AEFIs
---
The 2012 Cochrane review[ 32 (external link) ] described in section 20.4.2 (external link) also reviewed the safety of RV1 and RV5 vaccines. No significant difference was found between children receiving RV1 or RV5 and placebo in the number of serious adverse events, particularly intussusception (see below). No statistical differences were observed for fever, diarrhoea and vomiting between cases and placebo groups. There was no significant difference between cases and placebos in the number of adverse events leading to discontinuation of the schedule.

In 2010 porcine circovirus or porcine circovirus DNA was detected in both rotavirus vaccines. However, there is no evidence that this virus is a safety risk or causes illness in humans.[ 52 (external link) ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1629,Rotavirus,20. Rotavirus,20.7. Potential responses and AEFIs > 20.7.1. Intussusception,"页面标题：20. Rotavirus
章节：20.7. Potential responses and AEFIs > 20.7.1. Intussusception
---
Intussusception is a cause of an acute abdomen when one part of the intestine telescopes into another part of the intestine; the mechanism by which these events occur remains uncertain. In 1999 an oral human–rhesus rotavirus quadrivalent vaccine (RotaShield) was licensed in the US and on the infant schedule but was withdrawn later that year after reports of an association with intussusception (a risk of approximately one case in 5,000–10,000 vaccine recipients).",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
